Id,STseg,SegId,Study,Session,Order,SL,TL,Task,Task2,Text,Part,Nedit,Dur,FDur,PreGap,TG300,TD300,TB300,TG500,TD500,TB500,TG1000,TD1000,TB1000,TG2000,TD2000,TB2000,TG5000,TD5000,TB5000,Scatter,FixS,TrtS,FixT,TrtT,ParalFixS,ParalS,ParalFixT,ParalT,Ins,Del,MIns,MDel,AIns,ADel,SIns,SDel,TokS,LenS,TokT,LenT,LenMT,Yawat,String,TAGnbr,SAGnbr,HSgrp,Cross,HCross,HTra,HSTC,HTot,HTotN
13,13,13,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,1,144756,144756,15309,105594,23853,58,99603,29844,42,84244,45203,19,68332,61115,8,57906,71541,5,9,0,0,0,0,0,0,0,0,268,226,268,226,0,0,0,0,29,138,23,43,0,---,??_?_ANA008_??_?_??_?_?_??_??_??_??_?_??_?_??_?_??_??_??_??_??_?,1.76,3,1.18,3.45,2.4,2.69,3.18,6.88,0.8
14,14,14,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,1,20124,20124,2046,14586,3492,7,14201,3877,6,12718,5360,4,8826,9252,1,8826,9252,1,0,0,0,0,0,0,0,0,0,47,32,47,32,0,0,0,0,8,44,9,16,0,---,??_?_??_??_??_?_???_?_?,1.5,1.5,0.33,2.12,1.81,2.14,2.73,5.37,0.8
15,15,15,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,1,17297,17297,5320,6279,5698,11,3867,8110,5,1323,10654,1,0,11977,0,0,11977,0,0,0,0,0,0,0,0,0,0,60,47,60,47,0,0,0,0,9,40,9,14,0,---,?_??_??_?_?_?_??_??_?,1.22,1.44,1.72,1.78,2.15,2.12,3.19,5.52,0.8
1,1,1,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,1,168054,168054,162780,4096,1178,6,2760,2514,3,1062,4212,1,0,5274,0,0,5274,0,2,0,0,0,0,0,0,0,0,19,19,19,19,0,0,0,0,1,13,1,4,0,---,????,1,1,0,1,0.89,3.7,3.7,3.39,0.92
2,2,2,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,1,48730,48730,47127,907,696,1,907,696,1,0,1603,0,0,1603,0,0,1603,0,1,0,0,0,0,0,0,0,0,8,6,8,6,0,0,0,0,15,99,17,30,0,---,“_????_??_?_??_??_?_?_??_??_?_??_??_??_??_?_”,1.53,1.53,0.84,4.27,1.83,1.46,2.64,6.09,0.8
3,3,3,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,1,35001,35001,20015,14986,0,2,14986,0,2,14986,0,2,14986,0,2,11866,3120,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,22,6,23,0,---,—_James_Buchanan_?_1975_?,1.5,1,0,2,0.73,1.19,1.22,4.15,0.73
4,4,4,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,2,249658,249658,66234,170244,13180,64,163031,20393,44,153767,29657,31,131958,51466,14,115993,67431,9,9,0,0,0,0,0,0,0,0,144,156,144,156,0,0,0,0,25,133,24,38,0,---,?_??_?_??_?_?_??_?_?_??_?_???_·_??_?_???_??_?_?_?_??_??_??_?,2.04,2.52,0.89,5.76,2.48,2.41,3.15,6.85,0.82
5,5,5,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,5,340662,340662,179346,157281,4035,37,153227,8089,27,143194,18122,13,132338,28978,6,126265,35051,4,8,0,0,0,0,0,0,0,0,64,62,64,62,0,0,0,0,12,67,12,23,0,---,?_??_?_???_??_??_????_?_??_?_??_?,1.25,1.67,0.63,2.92,1.89,1.68,2.64,5.75,0.79
6,6,6,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,5,582766,582766,106889,442757,33120,129,428878,46999,93,397447,78430,50,382326,93551,39,327583,148294,21,23,0,0,0,0,0,0,0,0,340,315,340,315,0,0,0,0,49,269,63,103,0,---,?_??_??_?_??_??_?_??_??_???_?_??_?_??_??_?_?_??_??_??_??_??_?_?_??_??_?_?_?_??_??_??_?_?_?_?_???_?_???_?_?_??_??_?_?_??_??_??_??_?_??_?_??_?_?_???_??_?_??_??_?_??_?,2.33,1.86,1.47,5.86,2.87,2.86,3.48,7.98,0.86
7,7,7,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,3,832368,832368,207772,596467,28129,131,583671,40925,99,547388,77208,48,526044,98552,33,480931,143665,19,22,0,0,0,0,0,0,0,0,343,324,343,324,0,0,0,0,41,226,57,93,0,---,??_?_??_?_??_?_??_??_??_??_?_??_??_??_?_??_??_?_??_?_?_??_?_??_?_??_?_??_?_?_??_?_??_??_?_??_??_???_??_?_?_?_??_??_??_?_??_?_?_??_??_??_?_??_??_??_?,1.88,1.59,0.95,4.51,2.51,2.69,3.26,7.77,0.86
8,8,8,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,1,390958,390958,51968,322338,16652,70,314202,24788,49,296634,42356,24,286619,52371,17,265433,73557,11,16,0,0,0,0,0,0,0,0,190,178,190,178,0,0,0,0,23,123,25,48,0,---,??_????_??_?_???_?_??_?_??_?_????_?_??_?_??_?_??_?_??_????_?_???_?_??_?,1.57,1.87,0.61,3,2.12,2.55,3.23,6.97,0.85
9,9,9,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,3,873091,873091,268394,579921,24776,111,569407,35290,83,543793,60904,45,521096,83601,28,493380,111317,20,12,0,0,0,0,0,0,0,0,263,250,263,250,0,0,0,0,23,124,28,47,0,---,?_?_??_?_?_??_??_???_????_?_??_??_?_??_??_?_??_???_?_?_??_?_?_??_?_?_??_?,1.39,1.39,1.27,4.65,2.26,2.41,3.1,6.85,0.83
10,10,10,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,3,161746,161746,56963,96072,8711,38,91450,13333,27,82037,22746,14,77410,27373,10,63433,41350,6,9,0,0,0,0,0,0,0,0,94,91,94,91,0,0,0,0,8,50,13,26,0,---,??_??_??_?_????_?_??_?_?_???_???_??_?,2.12,1.25,0.47,3.5,2.08,2.4,3.09,5.88,0.88
11,11,11,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,1,38884,38884,31498,6307,1079,8,4814,2572,4,2381,5005,1,2381,5005,1,0,7386,0,2,0,0,0,0,0,0,0,0,16,13,16,13,0,0,0,0,5,20,6,10,0,---,?_??_??_?_??_?,1.8,1.4,0.22,3.4,2.98,2.72,3.18,4.16,0.69
12,12,12,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,2,88626,88626,76795,10034,1797,6,10034,1797,6,7894,3937,3,6763,5068,2,0,11831,0,2,0,0,0,0,0,0,0,0,25,24,25,24,0,0,0,0,4,25,5,9,0,---,??_??_?_??_?,1.25,1,0.06,1.5,1.14,2.78,2.91,3.9,0.68
13,13,13,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,3,326399,326399,71518,237323,17558,83,227556,27325,59,204846,50035,27,192356,62525,18,181083,73798,14,12,0,0,0,0,0,0,0,0,191,185,191,185,0,0,0,0,29,138,25,50,0,---,??_?_ANA008_?_?_??_?_?_??_?_??_?_???_??_??_?_??_?_???_?_??_????_?_???_?,1.76,2.72,1.07,3.31,2.34,2.53,3.22,6.88,0.8
14,14,14,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,2,70541,70541,46771,19585,4185,13,18840,4930,11,14771,8999,5,10597,13173,2,8487,15283,1,3,0,0,0,0,0,0,0,0,42,39,42,39,0,0,0,0,8,44,10,19,0,---,??_??_??_??_?_???_??_?_??_?,1.38,1.25,0.45,2.38,1.96,2.08,3.05,5.37,0.8
15,15,15,CREATIVE_A1,P06_P1,2,en,zh,P,1,1,P06,2,95185,95185,22976,68077,4132,21,66074,6135,16,62827,9382,11,53862,18347,4,45042,27167,1,3,0,0,0,0,0,0,0,0,57,52,57,52,0,0,0,0,9,40,11,17,0,---,??_?_?_?_??_??_?_??_??_?_?,1.67,1.44,0.81,2.33,1.77,2.37,3.03,5.52,0.8
1,1,16,CREATIVE_A1,P06_T3,1,en,zh,T,-1,3,P06,1,433718,7298,426420,6458,840,2,6098,1200,1,6098,1200,1,6098,1200,1,6098,1200,1,0,0,0,0,0,0,0,0,0,12,10,12,10,0,0,0,0,2,11,1,2,0,---,??,1,2,0,1,0,0,0,0,0
2,2,17,CREATIVE_A1,P06_T3,1,en,zh,T,-1,3,P06,1,58958,58958,3120,47596,8242,37,43358,12480,26,36374,19464,16,23744,32094,7,5740,50098,1,2,0,0,0,0,0,0,0,0,125,102,125,102,0,0,0,0,15,77,15,24,0,---,?_??_?_??_?_??_?_??_??_?_??_??_?_??_?,1.6,1.8,0.56,5.2,2.44,2.29,3.08,5.55,0.74
3,3,18,CREATIVE_A1,P06_T3,1,en,zh,T,-1,3,P06,4,2019867,600209,1556614,433808,29445,136,419857,43396,102,386139,77114,55,352117,111136,30,305957,157296,15,17,0,0,0,0,0,0,0,0,445,374,445,374,0,0,0,0,39,208,47,72,0,---,?_??_??_??_?_?_??_?_??_??_??_?_??_?_????_?_?_??_?_??_?_??_?_??_??_?_?_?_?_?_??_??_?_??_??_??_?_?_??_?_?_?_?_??_??_?_?,2.18,1.97,0.98,9.56,2.17,2.17,2.96,7.24,0.82
4,4,19,CREATIVE_A1,P06_T3,1,en,zh,T,-1,3,P06,3,240948,240948,85611,135841,19496,63,130404,24933,49,113913,41424,26,92188,63149,11,81899,73438,8,16,0,0,0,0,0,0,0,0,266,206,266,206,0,0,0,0,18,103,34,61,0,---,????_?_??_??_?_????_?_?_??_?_??_??_???_??_?_??_??_??_?_??_?_?_??_?_?_??_??_?_??_??_??_?_???_?,2.83,1.67,1.16,6.56,2.76,2.44,3.31,6.73,0.87
5,5,20,CREATIVE_A1,P06_T3,1,en,zh,T,-1,3,P06,3,247484,247484,104170,128751,14563,61,121037,22277,41,107051,36263,21,96888,46426,13,74455,68859,5,8,0,0,0,0,0,0,0,0,200,159,200,159,0,0,0,0,18,101,26,42,0,---,?_??_??_?_?_??_?_?_??_??_?_??_????_?_??_?_??_?_??_?_??_??_?_?_??_?,1.56,1.22,1.29,3.11,2.02,1.98,2.93,6.69,0.86
6,6,21,CREATIVE_A1,P06_T3,1,en,zh,T,-1,3,P06,1,291812,291812,57757,217005,17050,65,209151,24904,46,194012,40043,24,177199,56856,12,167583,66472,9,5,0,0,0,0,0,0,0,0,223,169,223,169,0,0,0,0,29,139,28,55,0,---,??_????_?_????_??_?_????_?_??_??_?_?_??_??_?_?_?_??_???_??_??_???_?_???_??_??_?_?,1.86,2.17,2.21,6,2.77,2.73,3.29,6.82,0.81
7,7,22,CREATIVE_A1,P06_T3,1,en,zh,T,-1,3,P06,2,1021174,228324,823767,188752,8655,58,184093,13314,46,171082,26325,27,148421,48986,12,122129,75278,4,10,0,0,0,0,0,0,0,0,149,121,149,121,0,0,0,0,17,86,19,29,0,---,“_??_??_”_?_??_?_?_?_??_??_?_??_?_??_??_?_??_?,1.35,1.35,0.62,2.71,1.72,2.05,2.8,5.99,0.78
8,8,23,CREATIVE_A1,P06_T3,1,en,zh,T,-1,3,P06,3,345236,345236,200717,132624,11895,51,127171,17348,36,115150,29369,20,101394,43125,10,80780,63739,3,9,0,0,0,0,0,0,0,0,153,129,153,129,0,0,0,0,15,59,15,25,0,---,?_??_??_??_?_??_??_?_??_???_?_??_?_?_?,2.93,3,0.58,8.27,2.97,2.86,3.2,6.07,0.81
9,9,24,CREATIVE_A1,P06_T3,1,en,zh,T,-1,3,P06,1,506459,506459,153850,344788,7821,45,339217,13392,30,332796,19813,22,321443,31166,13,300537,52072,7,8,0,0,0,0,0,0,0,0,135,90,135,90,0,0,0,0,26,137,29,46,0,---,?_??_??_?_??_??_?_??_?_??_?_??_???_??_??_?_??_?_?_??_??_?_?_?_?_?_??_??_?,1.92,2,0.67,5.04,2.15,2.2,2.84,6.97,0.84
10,10,25,CREATIVE_A1,P06_T3,1,en,zh,T,-1,3,P06,2,1697603,794551,196694,1475130,25779,142,1461288,39621,106,1430580,70329,63,1388827,112082,33,1342020,158889,18,8,0,0,0,0,0,0,0,0,338,269,338,269,0,0,0,0,29,170,38,70,0,---,?_??_8_??_—_?_??_20_??_—_??_??_?_???_?_??_?_??_???_?_??_???_??_??_??_??_?_?_??_?_???_?_?_??_??_?_???_?,1.55,1.41,0.86,3.17,2.38,2.47,3.08,7.16,0.85
11,11,26,CREATIVE_A1,P06_T3,1,en,zh,T,-1,3,P06,2,1156960,863190,222131,900535,34294,162,883503,51326,119,846476,88353,66,805437,129392,37,742392,192437,18,23,0,0,0,0,0,0,0,0,436,360,436,360,0,0,0,0,33,161,42,77,0,---,??_?_??_?_??_?_??_??_?_??_?_??_??_???_?_??_??_?_??_??_????_??_???_?_?_????_?_?_???_??_?_??_??_?_??_??_?_??_??_??_??_?,2,1.85,0.78,5.55,2.61,2.72,3.32,7.4,0.86
1,1,16,CREATIVE_A1,P08_P3,NA,en,zh,P,1,3,P08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,2,0,---,??,1,2,0,1,0,0,0,0,0
2,2,17,CREATIVE_A1,P08_P3,NA,en,zh,P,1,3,P08,1,156857,156857,123884,29481,3492,13,28126,4847,9,26433,6540,6,24129,8844,4,17770,15203,2,2,0,0,0,0,0,0,0,0,41,42,41,42,0,0,0,0,15,77,14,24,0,---,?_??_??_?_?_????_??_?_?_??_?_??_??_?,1.73,1.93,0.14,4.87,1.27,1.23,2.01,5.55,0.74
3,3,18,CREATIVE_A1,P08_P3,NA,en,zh,P,1,3,P08,2,350896,350896,64326,269749,16821,58,262596,23974,40,249522,37048,23,240436,46134,16,224939,61631,11,17,0,0,0,0,0,0,0,0,184,186,184,186,0,0,0,0,39,208,41,64,0,---,?_??_??_??_?_—_—_??_?_??_?_??_?_??_??_?_??_?_??_??_?_??_??_??_?_?_?_??_?_?_??_?_—_—_????_??_?_??_??_?_?,1.79,1.82,0.52,3.62,1.85,1.76,2.68,7.24,0.82
4,4,19,CREATIVE_A1,P08_P3,NA,en,zh,P,1,3,P08,1,86687,86687,35125,45277,6285,19,44072,7490,16,37380,14182,7,33707,17855,4,30736,20826,3,4,0,0,0,0,0,0,0,0,92,87,92,87,0,0,0,0,18,103,22,35,0,---,?_??_?_??_?_?_??_??_?_??_??_?_?_?_??_?_???_?_?_??_???_?,1.44,1.44,0.59,2.72,2.64,2.07,3.05,6.73,0.87
5,5,20,CREATIVE_A1,P08_P3,NA,en,zh,P,1,3,P08,1,173094,173094,77728,77391,17975,37,70976,24390,20,63273,32093,8,58696,36670,4,53705,41661,3,2,0,0,0,0,0,0,0,0,242,227,242,227,0,0,0,0,18,101,28,45,0,---,?_?_?_??_??_??_?_?_??_??_?_??_?_??_??_???_?_??_??_?_?_??_?_??_?_??_??_?,2,1.5,0.8,4.33,2.5,2.28,3.22,6.69,0.86
6,6,21,CREATIVE_A1,P08_P3,NA,en,zh,P,1,3,P08,1,227475,227475,120469,100488,6518,20,98059,8947,14,95123,11883,10,90301,16705,6,80659,26347,3,6,0,0,0,0,0,0,0,0,89,88,89,88,0,0,0,0,29,139,21,43,0,---,????_?_????_?_??_?_????_??_?_??_??_?_?_??_?_???_?_????_??_??_?,1.38,2.03,1.03,3.34,2.59,2.33,3.2,6.82,0.81
7,7,22,CREATIVE_A1,P08_P3,NA,en,zh,P,1,3,P08,1,170326,170326,52677,110148,7501,23,107353,10296,16,100672,16977,8,97806,19843,6,92732,24917,4,3,0,0,0,0,0,0,0,0,92,92,92,92,0,0,0,0,17,86,18,28,0,---,“_?_??_?_???_?_”_??_?_?_?_??_?_???_?_??_??_?,1.35,1.71,0.81,3.06,1.39,1.6,2.33,5.99,0.78
8,8,23,CREATIVE_A1,P08_P3,NA,en,zh,P,1,3,P08,1,96516,96516,66413,18646,11457,24,13240,16863,11,9562,20541,5,6039,24064,2,0,30103,0,3,0,0,0,0,0,0,0,0,136,129,136,129,0,0,0,0,15,59,14,24,0,---,?_??_??_??_?_??_?_??_??_?_??_??_??_?,1.87,2.2,0.82,5.2,2.5,2.81,3.27,6.07,0.81
9,9,24,CREATIVE_A1,P08_P3,NA,en,zh,P,1,3,P08,1,178272,178272,87539,72903,17830,37,68449,22284,26,60767,29966,15,47418,43315,6,37518,53215,3,12,0,0,0,0,0,0,0,0,216,208,216,208,0,0,0,0,26,137,28,46,0,---,??_?_??_?_??_??_?_??_??_?_??_??_?_??_?_??_??_??_?_??_?_??_??_?_??_?_??_?,1.73,1.77,0.56,7.5,2.76,2.85,3.37,6.97,0.84
10,10,25,CREATIVE_A1,P08_P3,NA,en,zh,P,1,3,P08,1,300940,300940,36847,243323,20770,65,236826,27267,49,219792,44301,26,199668,64425,13,186124,77969,9,8,0,0,0,0,0,0,0,0,285,284,285,284,0,0,0,0,29,170,34,57,0,---,??_??_8_??_?_?_??_??_20_??_?_?_??_???_?_???_??_?_??_??_?_?_??_??_?_?_?_?_???_??_?_???_?_?,1.66,1.62,0.91,3.66,2.02,2.06,2.63,7.16,0.85
11,11,26,CREATIVE_A1,P08_P3,NA,en,zh,P,1,3,P08,1,306097,306097,9701,272834,23562,50,268031,28365,38,259682,36714,26,248234,48162,18,222562,73834,9,7,0,0,0,0,0,0,0,0,278,277,278,277,0,0,0,0,33,161,31,54,0,---,??_?_?_??_??_?_??_??_?_??_??_?_???_?_??_?_?_??_?_????_??_?_????_?_?_??_??_??_?_??_?,1.48,1.97,0.76,5,2.54,2.24,3.17,7.4,0.86
1,1,1,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,189243,189243,187651,0,1592,0,0,1592,0,0,1592,0,0,1592,0,0,1592,0,1,0,0,0,0,0,0,0,0,19,15,19,15,0,0,0,0,1,13,2,4,0,---,??_??,2,1,0,2,1.12,3.7,3.7,3.39,0.92
2,2,2,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,103859,103859,45914,46831,11114,18,44790,13155,13,40238,17707,7,36291,21654,4,28992,28953,2,4,0,0,0,0,0,0,0,0,143,117,143,117,0,0,0,0,15,99,15,27,0,---,”_??_??_?_??_??_?_??_??_?_??_???_??_??_“,1.13,1.27,0.55,3.07,2.01,1.68,2.43,6.09,0.8
3,3,3,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,36607,36607,20431,11895,4281,10,9736,6440,5,7688,8488,2,5860,10316,1,5860,10316,1,3,0,0,0,0,0,0,0,0,58,44,58,44,0,0,0,0,4,22,7,15,0,---,—_???_·_???_?_1975_?,1.75,1,0,2.25,1.13,1.51,2.12,4.15,0.73
4,4,4,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,81158,81158,19532,48465,13161,29,45663,15963,21,38162,23464,11,30667,30959,6,23904,37722,3,7,0,0,0,0,0,0,0,0,194,157,194,157,0,0,0,0,25,133,23,38,0,---,??_?_·_??_?_??_?_??_??_??_?_??_?_???_?_??_?_??_??_??_??_?_?,1.6,2.04,1.05,3.04,1.98,2.08,2.95,6.85,0.82
5,5,5,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,162739,162739,104427,46517,11795,20,43856,14456,13,38641,19671,5,34628,23684,2,32574,25738,1,1,0,0,0,0,0,0,0,0,159,128,159,128,0,0,0,0,12,67,18,32,0,---,?_?_??_???_?_?_??_?_???_??_?_??_??_?_????_?_??_?,1.75,1.67,0.63,5,2.71,1.82,3.49,5.75,0.79
6,6,6,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,2,128376,128376,3994,95074,29308,60,87802,36580,42,70298,54084,18,55987,68395,7,44485,79897,3,11,0,0,0,0,0,0,0,0,412,333,412,333,0,0,0,0,49,269,47,80,0,---,?_?_??_???_?_?_?_??_??_??_?_??_??_??_?_?_??_??_??_?_??_?_?_???_??_?_???_?_??_????_?_???_??_??_?_?_??_?_?_??_???_?_?_?_??_??_?,2.61,3.2,1.66,7.04,2.95,3.1,3.55,7.98,0.86
7,7,7,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,2,189077,189077,7431,157036,24610,43,151424,30222,28,142634,39012,15,137157,44489,11,119815,61831,4,7,0,0,0,0,0,0,0,0,337,273,337,273,0,0,0,0,41,226,38,65,0,---,?_?_??_???_?_?_??_?_??_??_??_??_?_??_??_??_??_?_??_?_???_?_?_???_??_?_??_??_?_??_??_?_??_?_??_??_??_?,1.71,2.32,1.46,3.37,2.66,2.63,3.39,7.77,0.86
8,8,8,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,77453,77453,36381,29960,11112,23,26218,14854,14,21957,19115,7,18389,22683,4,10855,30217,1,0,0,0,0,0,0,0,0,0,149,120,149,120,0,0,0,0,23,123,17,30,0,---,??_?_??_?_??_???_??_?_??_?_??_?_???_?_??_??_?,1.52,2.39,1.27,2.87,2.26,3.15,3.54,6.97,0.85
9,9,9,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,2,75710,75710,10723,47728,17259,28,43142,21845,16,38466,26521,8,31931,33056,3,31931,33056,3,4,0,0,0,0,0,0,0,0,193,159,193,159,0,0,0,0,23,124,24,35,0,---,??_?_?_??_?_???_??_?_?_??_?_?_??_?_??_?_??_?_?_?_?_??_?_?,1.7,1.78,0.77,3.65,2.17,1.9,2.93,6.85,0.83
10,10,10,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,24249,24249,10948,7597,5704,10,6337,6964,7,3186,10115,2,0,13301,0,0,13301,0,1,0,0,0,0,0,0,0,0,101,80,101,80,0,0,0,0,8,50,13,22,0,---,??_?_??_?_??_?_?_??_?_????_?_??_?,1.75,1.25,0.47,3.38,2.1,1.94,2.99,5.88,0.88
11,11,11,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,14950,14950,11717,1435,1798,2,1435,1798,2,0,3233,0,0,3233,0,0,3233,0,0,0,0,0,0,0,0,0,0,26,20,26,20,0,0,0,0,5,20,4,7,0,---,??_?_??_?,1,1.4,0.22,1.8,0.7,1.74,1.95,4.16,0.69
12,12,12,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,21388,21388,1180,15772,4436,4,15772,4436,4,13375,6833,1,13375,6833,1,13375,6833,1,0,0,0,0,0,0,0,0,0,51,43,51,43,0,0,0,0,4,25,5,9,0,---,??_?_??_??_?,1.25,1,0.06,1.5,1.38,1.21,2.01,3.9,0.68
13,13,13,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,106605,106605,42951,54870,8784,15,53454,10200,11,50158,13496,6,46972,16682,4,44845,18809,3,1,0,0,0,0,0,0,0,0,129,97,129,97,0,0,0,0,29,138,20,33,0,---,?_?_ANA008_?_?_??_?_??_?_?_?_?_?_??_?_??_?_?_????_?,2.03,4.31,1.4,2.93,2.43,2.69,3.34,6.88,0.8
14,14,14,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,23000,23000,8782,8067,6151,10,5913,8305,4,4301,9917,2,3056,11162,1,0,14218,0,0,0,0,0,0,0,0,0,0,88,72,88,72,0,0,0,0,8,44,11,17,0,---,??_?_??_?_??_?_?_???_?_?_?,1.75,1.5,0.33,2.75,1.98,2.01,2.86,5.37,0.8
15,15,15,CREATIVE_A1,P08_T1,NA,en,zh,T,-1,1,P08,1,41431,41431,13394,19942,8095,11,19203,8834,9,17124,10913,6,14625,13412,4,5490,22547,1,0,0,0,0,0,0,0,0,0,96,78,96,78,0,0,0,0,9,40,11,19,0,---,??_?_??_??_?_??_??_??_?_??_?,3,2.56,1.39,4.44,3.03,3.29,3.59,5.52,0.8
1,1,16,CREATIVE_A1,P09_P3,NA,en,zh,P,1,3,P09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,2,0,---,??,1,2,0,1,0,0,0,0,0
2,2,17,CREATIVE_A1,P09_P3,NA,en,zh,P,1,3,P09,2,205864,205864,178031,25188,2645,15,23014,4819,9,21263,6570,6,14776,13057,1,14776,13057,1,1,0,0,0,0,0,0,0,0,38,39,38,39,0,0,0,0,15,77,12,24,0,---,?_??_??_?_?_????_??_????_?_??_??_?,1.33,1.93,0.14,3.93,1.29,1.41,2.09,5.55,0.74
3,3,18,CREATIVE_A1,P09_P3,NA,en,zh,P,1,3,P09,2,374516,167666,215441,156691,2384,24,154023,5052,17,149366,9709,10,146075,13000,8,136816,22259,5,9,0,0,0,0,0,0,0,0,58,59,58,59,0,0,0,0,39,208,44,65,0,---,??_??_??_??_?_—_—_??_?_??_?_??_?_??_??_??_?_?_?_?_??_?_??_??_?_??_???_?_?_?_?_?_?_??_?_—_—_??_?_?_??_??_?_?,1.72,1.67,0.49,5.15,1.63,1.95,2.45,7.24,0.82
4,4,19,CREATIVE_A1,P09_P3,NA,en,zh,P,1,3,P09,3,2351757,519914,166923,2174639,10195,52,2166385,18449,33,2160904,23930,25,2154123,30711,20,2119914,64920,9,11,0,0,0,0,0,0,0,0,136,124,136,124,0,0,0,0,18,103,24,41,0,---,??_??_?_????_?_??_??_???_?_??_?_?_??_??_?_??_?_?_?_?_?_??_???_?,1.61,1.56,0.44,3.94,2.52,2.07,3.18,6.73,0.87
5,5,20,CREATIVE_A1,P09_P3,NA,en,zh,P,1,3,P09,2,238527,238527,89120,144040,5367,48,137253,12154,31,131418,17989,22,121527,27880,15,82623,66784,4,8,0,0,0,0,0,0,0,0,92,88,92,88,0,0,0,0,18,101,20,34,0,---,?_??_??_??_?_?_??_?_?_??_??_??_?_??_?_????_?_??_??_?,1.44,1.33,0.57,2.67,1.69,2.14,2.72,6.69,0.86
6,6,21,CREATIVE_A1,P09_P3,NA,en,zh,P,1,3,P09,2,181308,181308,89297,88410,3601,21,86700,5311,17,82870,9141,11,77005,15006,7,67331,24680,4,8,0,0,0,0,0,0,0,0,78,82,78,82,0,0,0,0,29,139,18,38,0,---,????_????_??_?_??_??_??_?_?_??_?_???_????_?_??_?_???_?,1.1,2.03,0.79,2.97,2.16,1.63,2.76,6.82,0.81
7,7,22,CREATIVE_A1,P09_P3,NA,en,zh,P,1,3,P09,2,229754,229754,110395,116201,3158,23,111607,7752,12,107321,12038,5,107321,12038,5,105186,14173,4,8,0,0,0,0,0,0,0,0,54,50,54,50,0,0,0,0,17,86,20,32,0,---,“_?_??_?_???_?_”_??_??_?_?_??_??_?_???_?_?_??_??_?,1.35,1.35,0.41,2.35,0.96,1.22,1.8,5.99,0.78
8,8,23,CREATIVE_A1,P09_P3,NA,en,zh,P,1,3,P09,2,335296,335296,181216,146355,7725,41,137608,16472,19,129717,24363,8,127834,26246,7,123127,30953,5,6,0,0,0,0,0,0,0,0,103,94,103,94,0,0,0,0,15,59,16,26,0,---,?_??_??_?_??_??_?_??_?_??_??_?_??_?_??_?,2.27,2.2,0.82,6.53,2.16,2.54,3.31,6.07,0.81
9,9,24,CREATIVE_A1,P09_P3,NA,en,zh,P,1,3,P09,3,597565,597565,198727,390051,8787,41,385130,13708,29,379982,18856,22,369998,28840,14,357733,41105,9,11,0,0,0,0,0,0,0,0,110,110,110,110,0,0,0,0,26,137,26,38,0,---,??_??_?_??_?_?_??_?_??_?_?_?_?_??_?_?_?_??_?_??_??_??_?_??_?_?,1.27,1.54,0.66,3.42,2.13,1.57,2.73,6.97,0.84
