Id,STseg,SegId,Study,Session,Order,SL,TL,Task,Task2,Text,Part,Nedit,Dur,FDur,PreGap,TG300,TD300,TB300,TG500,TD500,TB500,TG1000,TD1000,TB1000,TG2000,TD2000,TB2000,TG5000,TD5000,TB5000,Scatter,FixS,TrtS,FixT,TrtT,ParalFixS,ParalS,ParalFixT,ParalT,Ins,Del,MIns,MDel,AIns,ADel,SIns,SDel,TokS,LenS,TokT,LenT,LenMT,Yawat,String,TAGnbr,SAGnbr,HSgrp,Cross,HCross,HTra,HSTC,HTot,HTotN
10,10,10,CREATIVE_A1,P03_P1,1,en,zh,P,1,1,P03,2,374166,374166,40258,324059,9849,38,320869,13039,30,310622,23286,16,301245,32663,9,288849,45059,6,4,0,0,0,0,0,0,0,0,85,89,85,89,0,0,0,0,8,50,11,19,0,---,?_?_??_??_?_?_??_?_??_??_?,1.38,1,0.2,2.75,1.83,2.17,2.91,5.88,0.88
11,11,11,CREATIVE_A1,P03_P1,1,en,zh,P,1,1,P03,2,75844,75844,14647,59245,1952,15,57515,3682,11,54559,6638,6,50811,10386,3,50811,10386,3,1,0,0,0,0,0,0,0,0,29,27,29,27,0,0,0,0,5,20,5,9,0,---,??_??_?_??_?,1.2,1.4,0.22,2.2,1.02,1.6,2.47,4.16,0.69
12,12,12,CREATIVE_A1,P03_P1,1,en,zh,P,1,1,P03,3,76195,76195,66919,7395,1881,7,7094,2182,6,4513,4763,2,4513,4763,2,0,9276,0,4,0,0,0,0,0,0,0,0,23,21,23,21,0,0,0,0,4,25,6,10,0,---,??_?_??_??_?_?,1.5,1,0.06,3.5,2.87,1.98,3.7,3.9,0.68
13,13,13,CREATIVE_A1,P03_P1,1,en,zh,P,1,1,P03,3,579864,579864,68911,489361,21592,84,479385,31568,58,463279,47674,35,451296,59657,26,425448,85505,17,10,0,0,0,0,0,0,0,0,213,208,213,208,0,0,0,0,29,138,26,49,0,---,??_?_???_008_??_?_??_?_?_??_??_??_?_??_?_???_??_??_?_?_??_??_????_?_??_?,1.59,1.97,1.36,3.79,2.49,2.51,3.34,6.88,0.8
14,14,14,CREATIVE_A1,P03_P1,1,en,zh,P,1,1,P03,2,65737,65737,20581,41871,3285,11,41871,3285,11,38191,6965,6,33472,11684,3,30906,14250,2,0,0,0,0,0,0,0,0,0,24,28,24,28,0,0,0,0,8,44,7,12,0,---,??_?_??_?_?_???_?,1.12,1.5,0.33,1.38,1.12,1.89,2.53,5.37,0.8
15,15,15,CREATIVE_A1,P03_P1,1,en,zh,P,1,1,P03,1,231966,231966,28826,199723,3417,8,199258,3882,7,196297,6843,3,195293,7847,2,195293,7847,2,5,0,0,0,0,0,0,0,0,26,28,26,28,0,0,0,0,9,40,7,10,0,---,??_?_?_??_?_?_?,1.89,2.78,2.01,2.33,1.84,2.63,3.03,5.52,0.8
1,1,16,CREATIVE_A1,P03_T3,2,en,zh,T,-1,3,P03,2,38457,38457,34816,2268,1373,4,1489,2152,2,0,3641,0,0,3641,0,0,3641,0,1,0,0,0,0,0,0,0,0,16,14,16,14,0,0,0,0,2,11,1,2,0,---,??,1,2,0,1,0,0,0,0,0
2,2,17,CREATIVE_A1,P03_T3,2,en,zh,T,-1,3,P03,3,315578,315578,220380,82893,12305,39,78309,16889,27,69577,25621,14,63209,31989,10,44517,50681,3,7,0,0,0,0,0,0,0,0,138,115,138,115,0,0,0,0,15,77,14,24,0,---,???_??_?_??_?_??_??_??_?_??_?_?_??_?,2.13,2.2,0.83,6.07,2.07,2.8,3.21,5.55,0.74
3,3,18,CREATIVE_A1,P03_T3,2,en,zh,T,-1,3,P03,3,622592,622592,52217,530571,39804,137,518843,51532,107,479784,90591,50,455341,115034,31,405634,164741,15,8,0,0,0,0,0,0,0,0,439,373,439,373,0,0,0,0,39,208,39,67,0,---,??_??_??_??_?_?_??_????_?_??_??_?_???_?_?_??_?_??_??_?_??_?_?_?_?_?_??_?_??_?_?_??_??_??_?_??_???_????_?,1.79,2.03,0.87,7.79,2.06,2.28,2.91,7.24,0.82
4,4,19,CREATIVE_A1,P03_T3,2,en,zh,T,-1,3,P03,2,1056592,582830,473762,541672,41158,160,524733,58097,118,485568,97262,63,454149,128681,40,395345,187485,22,20,0,0,0,0,0,0,0,0,460,410,460,410,0,0,0,0,18,103,29,51,0,---,??_??_?_?_??_?_?_??_??_??_???_??_?_??_??_?_??_??_??_?_?_??_???_?_??_?_?_????_?,2.06,1.33,0.46,5.56,2.86,2.46,3.23,6.73,0.87
5,5,20,CREATIVE_A1,P03_T3,2,en,zh,T,-1,3,P03,4,548811,330899,289109,246159,13543,61,242743,16959,52,225291,34411,28,207072,52630,15,181964,77738,7,9,0,0,0,0,0,0,0,0,169,133,169,133,0,0,0,0,18,101,23,37,0,---,?_??_?_???_?_?_??_?_?_??_??_?_??_?_??_??_?_?_??_?_???_??_?,1.61,1.44,0.46,3.39,2.03,2.34,2.95,6.69,0.86
6,6,21,CREATIVE_A1,P03_T3,2,en,zh,T,-1,3,P03,3,545918,545918,223963,298845,23110,80,291716,30239,63,269128,52827,30,246635,75320,14,231492,90463,10,13,0,0,0,0,0,0,0,0,241,204,241,204,0,0,0,0,29,139,20,38,0,---,??_?_????_????_?_??_??_?_??_??_?_??_?_?_??_??_??_?_???_?,1.72,3.21,2.29,3.28,2.83,2.63,3.13,6.82,0.81
7,7,22,CREATIVE_A1,P03_T3,2,en,zh,T,-1,3,P03,2,275182,275182,103489,160087,11606,62,157466,14227,55,135400,36293,23,124723,46970,15,108460,63233,9,6,0,0,0,0,0,0,0,0,148,120,148,120,0,0,0,0,17,86,19,29,0,---,“_?_??_?_13_?_?_”_??_??_??_?_??_??_??_?_?_??_?,1.35,1.59,0.83,2.65,1.54,1.74,2.4,5.99,0.78
8,8,23,CREATIVE_A1,P03_T3,2,en,zh,T,-1,3,P03,2,278015,278015,93228,161888,22899,79,151410,33377,53,136779,48008,32,114210,70577,16,87928,96859,8,2,0,0,0,0,0,0,0,0,203,171,203,171,0,0,0,0,15,59,19,33,0,---,??_?_?_?_??_??_?_??_?_??_????_??_?_??_?_??_??_??_?,4.07,3.4,1.5,12,3.58,3.37,3.58,6.07,0.81
9,9,24,CREATIVE_A1,P03_T3,2,en,zh,T,-1,3,P03,2,682758,682758,131263,514567,36928,126,502297,49198,96,475407,76088,59,436789,114706,31,396042,155453,18,11,0,0,0,0,0,0,0,0,369,324,369,324,0,0,0,0,26,137,30,46,0,---,??_?_?_??_??_?_??_?_??_??_?_?_?_?_??_?_?_??_??_?_?_??_??_??_??_??_?_?_??_?,3.54,3.15,2.09,17.04,3.33,3.28,3.55,6.97,0.84
10,10,25,CREATIVE_A1,P03_T3,2,en,zh,T,-1,3,P03,2,556554,556554,137618,381758,37178,124,371296,47640,98,342812,76124,58,306245,112691,33,251884,167052,16,13,0,0,0,0,0,0,0,0,400,324,400,324,0,0,0,0,29,170,42,77,0,---,??_?_??_??_??_20_??_?_??_???_?_??_?_?_??_?_??_?_??_???_?_???_?_??_??_??_?_??_??_????_?_???_?_???_?_??_?_???_?_?_???_?,1.97,1.62,0.88,5.59,2.84,2.48,3.23,7.16,0.85
11,11,26,CREATIVE_A1,P03_T3,2,en,zh,T,-1,3,P03,2,1186851,525739,675763,469675,41413,124,459147,51941,97,425720,85368,50,407610,103478,36,351849,159239,19,16,0,0,0,0,0,0,0,0,424,369,424,369,0,0,0,0,33,161,33,58,0,---,???_?_??_?_??_??_?_???_??_?_??_??_??_?_??_?_?_??_??_??_??_??_?_??_??_?_??_??_??_??_?_??_?,2.27,2.58,1.25,6.55,3.15,3.27,3.55,7.4,0.86
1,1,16,CREATIVE_A1,P04_P3,NA,en,zh,P,1,3,P04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,2,0,---,??,1,2,0,1,0,0,0,0,0
2,2,17,CREATIVE_A1,P04_P3,NA,en,zh,P,1,3,P04,2,36291449,20744,36270705,18337,2407,9,17168,3576,6,14923,5821,3,13159,7585,2,8842,11902,1,2,0,0,0,0,0,0,0,0,25,29,25,29,0,0,0,0,15,77,12,21,0,---,?_??_??_?_?_????_??_?_??_??_?_?,1.33,1.93,0.14,4.07,1.25,1.27,1.94,5.55,0.74
3,3,18,CREATIVE_A1,P04_P3,NA,en,zh,P,1,3,P04,2,347718,347718,122114,209407,16197,76,202421,23183,58,181638,43966,31,158185,67419,13,139274,86330,6,9,0,0,0,0,0,0,0,0,196,204,196,204,0,0,0,0,39,208,37,58,0,---,??_?_?_??_—_—_??_??_??_?_??_??_??_?_??_?_??_??_??_?_??_?_??_?_?_??_?_—_—_??_?_??_?_???_??_?_?,1.51,2.03,1.04,3.18,2.09,2.32,3.18,7.24,0.82
4,4,19,CREATIVE_A1,P04_P3,NA,en,zh,P,1,3,P04,2,357529,357529,111060,228597,17872,36,223714,22755,24,213251,33218,9,206438,40031,4,204337,42132,3,13,0,0,0,0,0,0,0,0,214,205,214,205,0,0,0,0,18,103,23,39,0,---,??_??_??_?_??_??_?_??_??_?_?_?_??_??_?_???_?_??_?_??_??_??_?,1.67,1.44,0.59,3.94,2.86,2.27,3.29,6.73,0.87
5,5,20,CREATIVE_A1,P04_P3,NA,en,zh,P,1,3,P04,3,3241403,327338,3007495,220727,13181,52,213787,20121,35,203863,30045,20,189615,44293,10,179085,54823,7,11,0,0,0,0,0,0,0,0,244,247,244,247,0,0,0,0,18,101,17,27,0,---,?_?_?_??_??_??_?_??_??_?_?_??_??_?_??_??_?,1.33,1.78,1.05,5.94,1.99,1.79,3.07,6.69,0.86
6,6,21,CREATIVE_A1,P04_P3,NA,en,zh,P,1,3,P04,1,80639,80639,13145,57494,10000,29,53874,13620,20,46637,20857,10,41421,26073,6,37619,29875,5,8,0,0,0,0,0,0,0,0,150,142,150,142,0,0,0,0,29,139,28,50,0,---,??_??_??_?_????_?_??_???_?_?_?_?_?_??_????_????_?_??_??_?_??_?_?_?_?_??_??_?,1.59,1.97,1.24,7.59,3.01,1.92,3.29,6.82,0.81
7,7,22,CREATIVE_A1,P04_P3,NA,en,zh,P,1,3,P04,3,645883,397977,369400,269394,7089,23,266115,10368,15,261737,14746,9,258655,17828,7,250953,25530,4,7,0,0,0,0,0,0,0,0,98,100,98,100,0,0,0,0,17,86,16,26,0,---,“_?_??_?_???_?_”_??_??_???_?_?_?_??_??_?,1.18,1.47,0.97,2.71,1.4,1.45,2.19,5.99,0.78
8,8,23,CREATIVE_A1,P04_P3,NA,en,zh,P,1,3,P04,3,331205,331205,192037,124842,14326,36,119044,20124,21,112006,27162,11,107706,31462,8,100771,38397,6,11,0,0,0,0,0,0,0,0,185,175,185,175,0,0,0,0,15,59,13,27,0,---,?_??_??_?_???_??_?_??_?_??_????_????_?,1.8,2.33,0.69,5.47,1.85,2.56,3.27,6.07,0.81
9,9,24,CREATIVE_A1,P04_P3,NA,en,zh,P,1,3,P04,4,1053378,361913,760266,276686,16426,47,269953,23159,30,262568,30544,19,249883,43229,9,239029,54083,5,12,0,0,0,0,0,0,0,0,298,293,298,293,0,0,0,0,26,137,26,43,0,---,??_??_?_??_?_?_??_??_?_???_??_?_?_?_??_??_?_??_??_??_?_??_??_?_??_?,1.27,1.62,0.84,4.23,2.68,2.19,3.11,6.97,0.84
10,10,25,CREATIVE_A1,P04_P3,NA,en,zh,P,1,3,P04,4,353877,353877,177225,155162,21490,83,146567,30085,61,119640,57012,25,102671,73981,13,84837,91815,7,15,0,0,0,0,0,0,0,0,286,284,286,284,0,0,0,0,29,170,32,58,0,---,?_??_??_???_?_?_??_????_?_?_??_?_??_??_??_?_??_???_?_?_??_????_?_??_?_?_?_?_???_??_???_?,1.41,1.48,0.62,3.79,2.09,2.18,2.93,7.16,0.85
11,11,26,CREATIVE_A1,P04_P3,NA,en,zh,P,1,3,P04,2,344605,344605,194969,131034,18602,49,123411,26225,30,114309,35327,16,102850,46786,8,83812,65824,2,11,0,0,0,0,0,0,0,0,232,233,232,233,0,0,0,0,33,161,29,52,0,---,??_???_??_??_??_??_?_??_?_?_??_?_??_???_?_??_?_?_?_??_?_????_??_??_??_?_??_??_?,1.55,1.85,0.85,3.42,2.6,2.41,3.35,7.4,0.86
1,1,1,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,2,236488,32555,236488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,13,1,2,0,---,??,1,1,0,1,0.89,2.7,2.7,3.39,0.92
2,2,2,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,9,18091895,483427,17479928,610397,1570,41,608615,3352,36,598847,13120,22,589617,22350,16,559347,52620,6,6,0,0,0,0,0,0,0,0,62,28,62,28,0,0,0,0,15,99,14,25,0,---,“_??_??_??_?_??_??_??_??_?_??_???_?_”,1.13,1.4,0.64,3.73,2.36,1.26,2.87,6.09,0.8
3,3,3,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,2,9975,9975,2037,7721,217,5,7287,651,4,7287,651,4,2664,5274,1,0,7938,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,4,22,7,15,0,---,—_—_???_·_???_?_1975,1.75,1,0,2.75,1.76,2.12,2.3,4.15,0.73
4,4,4,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,20,17046830,657842,16795417,250125,1288,24,249814,1599,23,246941,4472,19,236187,15226,12,218329,33084,6,15,0,0,0,0,0,0,0,0,60,21,60,21,0,0,0,0,25,133,24,40,0,---,??_??_?_??_??_??_?_??_??_?_??_?_·_?_??_?_??_??_?_??_??_?_???_?,1.56,2.12,1.33,4.76,2.6,2.42,3.59,6.85,0.82
5,5,5,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,19,989202,165311,127756,860159,1287,20,859839,1607,19,853988,7458,12,846590,14856,6,833716,27730,2,12,0,0,0,0,0,0,0,0,43,25,43,25,0,0,0,0,12,67,12,20,0,---,??_???_?_?_?_??_??_?_??_?_??_?,1.83,2.17,1.06,4.17,2.85,2.67,3.37,5.75,0.79
6,6,6,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,13,538822,538822,333762,203220,1840,38,202035,3025,35,194483,10577,25,178779,26281,14,156893,48167,7,19,0,0,0,0,0,0,0,0,96,28,96,28,0,0,0,0,49,269,42,70,0,---,??_??_?_???_??_?_??_?_?_?_?_?_?_?_???_??_?_??_????_?_??_??_?_?_?_??_??_??_?_??_??_?_??_??_??_?_?_??_????_?_?_?,1.47,2.39,1.88,4.61,2.47,2.63,3.29,7.98,0.86
7,7,7,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,16,1708077,1257737,506482,1194477,7118,102,1189428,12167,90,1176448,25147,73,1131345,70250,42,1066461,135134,21,18,0,0,0,0,0,0,0,0,434,376,434,376,0,0,0,0,41,226,35,60,0,---,??_??_?_?_?_??_??_??_?_??_?_??_?_??_?_???_??_?_???_??_?_??_??_??_?_??_??_??_??_?_?_??_??_??_?,1.34,2.27,1.86,3.56,2.43,2.96,3.51,7.77,0.86
8,8,8,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,15,754250,754250,369344,382340,2566,58,380351,4555,53,370163,14743,40,349796,35110,26,299629,85277,11,19,0,0,0,0,0,0,0,0,111,94,111,94,0,0,0,0,23,123,21,35,0,---,??_????_?_??_?_??_?_??_?_?_??_??_?_??_?_?_?_??_??_??_?,1.3,1.87,1.22,2.35,2.48,2.44,3.35,6.97,0.85
9,9,9,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,7,1993834,368222,1147692,843666,2476,50,841178,4964,44,832310,13832,32,813225,32917,19,791045,55097,11,35,0,0,0,0,0,0,0,0,130,99,130,99,0,0,0,0,23,124,23,40,0,---,??_?_??_?_???_?_??_?_??_??_??_?_??_?_??_??_??_?_??_??_??_??_?,1.3,1.52,1.14,3.17,2.17,2.46,3.11,6.85,0.83
10,10,10,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,2,214441,214441,212142,2282,17,2,2282,17,2,1665,634,1,0,2299,0,0,2299,0,3,0,0,0,0,0,0,0,0,19,2,19,2,0,0,0,0,8,50,10,18,0,---,??_?_??_?_?_??_?_????_??_?,1.25,1,0.2,2.38,1.53,2.04,2.74,5.88,0.88
11,11,11,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,1,8937,8937,7326,1609,2,1,1609,2,1,1609,2,1,0,1611,0,0,1611,0,1,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,20,3,5,0,---,??_?_?,1,1.8,1.58,1.6,2.05,1.91,2.67,4.16,0.69
12,12,12,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,1,9308,9308,2335,6845,128,4,6845,128,4,6845,128,4,2804,4169,1,0,6973,0,0,0,0,0,0,0,0,0,0,9,2,9,2,0,0,0,0,4,25,4,8,0,---,??_??_??_?,1,1,0.06,1.5,2.08,0.42,2.45,3.9,0.68
13,13,13,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,4,544057,544057,249404,293496,1157,41,290891,3762,35,286202,8451,29,267737,26916,15,244484,50169,7,14,0,0,0,0,0,0,0,0,70,22,70,22,0,0,0,0,29,138,26,49,0,---,??_?_ANA008_??_??_??_?_??_??_?_??_??_?_?_??_?_?_??_?_??_?_?_??_????_???_?,1.66,2.38,1.28,3.17,2.33,2.88,3.34,6.88,0.8
14,14,14,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,3,83399,83399,33130,49560,709,13,49249,1020,12,48686,1583,11,38526,11743,4,34985,15284,3,5,0,0,0,0,0,0,0,0,31,16,31,16,0,0,0,0,8,44,10,16,0,---,??_?_??_?_?_???_??_?_?_?,1.88,2,1.48,5,3.38,3.24,3.7,5.37,0.8
15,15,15,CREATIVE_A1,P04_T1,NA,en,zh,T,-1,1,P04,2,1333531,76444,1263922,69165,444,11,69165,444,11,66437,3172,7,59402,10207,2,59402,10207,2,6,0,0,0,0,0,0,0,0,16,6,16,6,0,0,0,0,9,40,7,12,0,---,?_??_?_??_??_??_?,1.78,2.56,1.39,2.33,1.84,3.11,3.48,5.52,0.8
1,1,16,CREATIVE_A1,P05_P3,2,en,zh,P,1,3,P05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,2,0,---,??,1,2,0,1,0,0,0,0,0
2,2,17,CREATIVE_A1,P05_P3,2,en,zh,P,1,3,P05,2,99301,99301,54604,38858,5839,16,37064,7633,11,33556,11141,6,30552,14145,4,24112,20585,2,4,0,0,0,0,0,0,0,0,59,59,59,59,0,0,0,0,15,77,15,25,0,---,?_??_??_?_?_????_?_??_?_??_?_??_?_??_?,1.93,1.93,0.14,5.07,1.49,1.66,2.24,5.55,0.74
3,3,18,CREATIVE_A1,P05_P3,2,en,zh,P,1,3,P05,1,118326,118326,3302,104260,10764,37,100139,14885,26,90912,24112,12,81031,33993,5,78713,36311,4,6,0,0,0,0,0,0,0,0,133,135,133,135,0,0,0,0,39,208,44,64,0,---,?_??_??_??_?_?_—_—_??_?_??_?_??_?_??_??_?_??_?_?_??_?_??_??_?_??_?_??_?_?_?_?_?_??_?_—_—_??_??_?_??_??_?_?,1.69,1.67,0.49,4.18,1.67,1.47,2.31,7.24,0.82
4,4,19,CREATIVE_A1,P05_P3,2,en,zh,P,1,3,P05,2,150337,150337,99250,36539,14548,30,32782,18305,21,25027,26060,10,15424,35663,3,8830,42257,1,3,0,0,0,0,0,0,0,0,164,151,164,151,0,0,0,0,18,103,25,43,0,---,??_??_?_??_?_?_??_??_?_???_??_?_?_??_?_??_?_??_??_???_??_?_??_??_?,1.56,1.33,0.81,3.72,2.79,2.27,3.36,6.73,0.87
5,5,20,CREATIVE_A1,P05_P3,2,en,zh,P,1,3,P05,1,234083,234083,105325,118912,9846,25,117776,10982,22,108866,19892,9,103959,24799,6,92612,36146,2,1,0,0,0,0,0,0,0,0,113,113,113,113,0,0,0,0,18,101,18,30,0,---,?_?_??_?_??_??_??_??_?_??_??_?_??_??_??_?_??_?,1.5,1.89,1.14,2.78,2.91,2.42,3.33,6.69,0.86
6,6,21,CREATIVE_A1,P05_P3,2,en,zh,P,1,3,P05,1,172820,172820,2513,161726,8581,24,159797,10510,19,153982,16325,11,150656,19651,8,135695,34612,3,4,0,0,0,0,0,0,0,0,98,98,98,98,0,0,0,0,29,139,18,42,0,---,????_????_??_?_??_??_??_?_?_??_?_????_?_??_????_???_??_???,1.1,2.03,1.39,3.34,2.16,1.67,2.81,6.82,0.81
7,7,22,CREATIVE_A1,P05_P3,2,en,zh,P,1,3,P05,2,45508,45508,22305,20640,2563,6,20255,2948,5,17575,5628,1,17575,5628,1,17575,5628,1,3,0,0,0,0,0,0,0,0,26,25,26,25,0,0,0,0,17,86,19,29,0,---,“_?_??_?_???_?_”_??_?_?_?_???_?_??_?_??_?_??_?,1.24,1.24,0.44,2.41,1.67,1.27,2.28,5.99,0.78
8,8,23,CREATIVE_A1,P05_P3,2,en,zh,P,1,3,P05,1,114367,114367,62413,42018,9936,21,40032,11922,16,34649,17305,9,26348,25606,3,23244,28710,2,4,0,0,0,0,0,0,0,0,109,103,109,103,0,0,0,0,15,59,14,23,0,---,?_??_??_??_?_??_??_??_?_??_??_?_?_?,1.8,1.93,0.91,5.27,2.64,2.63,3.27,6.07,0.81
9,9,24,CREATIVE_A1,P05_P3,2,en,zh,P,1,3,P05,3,305929,305929,124711,164464,16754,50,160117,21101,39,144565,36653,18,135264,45954,12,112972,68246,4,13,0,0,0,0,0,0,0,0,204,208,204,208,0,0,0,0,26,137,20,34,0,---,??_??_?_??_?_??_?_??_??_??_??_?_??_?_??_?_???_??_?_?,1.15,1.77,0.73,2.88,1.8,1.78,2.62,6.97,0.84
10,10,25,CREATIVE_A1,P05_P3,2,en,zh,P,1,3,P05,2,265408,265408,86972,168947,9489,34,165074,13362,24,155492,22944,11,149492,28944,7,143016,35420,5,8,0,0,0,0,0,0,0,0,110,107,110,107,0,0,0,0,29,170,35,59,0,---,??_8_??_—_—_?_??_??_20_??_?_??_?_??_??_?_??_??_??_?_?_?_??_??_?_?_?_?_?_???_??_?_???_?_?,1.72,1.62,0.7,3.45,1.96,1.99,2.67,7.16,0.85
11,11,26,CREATIVE_A1,P05_P3,2,en,zh,P,1,3,P05,1,118787,118787,20484,92162,6141,24,90187,8116,19,86337,11966,13,77441,20862,7,68542,29761,4,8,0,0,0,0,0,0,0,0,87,83,87,83,0,0,0,0,33,161,31,57,0,---,??_?_?_??_??_?_??_??_?_??_?_???_?_??_?_??_???_?_????_??_??_?_????_??_?_??_??_?_??_??_?,1.3,1.61,0.55,2.45,1.95,1.99,2.69,7.4,0.86
1,1,1,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,2,121306,121306,109197,6522,5587,9,4746,7363,4,4033,8076,3,0,12109,0,0,12109,0,2,0,0,0,0,0,0,0,0,54,50,54,50,0,0,0,0,1,13,2,4,0,---,??_??,2,1,0,2,1.12,3.7,3.7,3.39,0.92
2,2,2,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,1,92616,92616,3278,82508,6830,20,81093,8245,17,76378,12960,10,73232,16106,8,53670,35668,3,1,0,0,0,0,0,0,0,0,100,76,100,76,0,0,0,0,15,99,14,25,0,---,“_??_??_?_??_??_?_??_??_?_??_????_?_”,1.13,1.4,0.89,2.8,1.57,1.26,2.19,6.09,0.8
3,3,3,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,1,26069,26069,2773,20120,3176,15,18191,5105,10,14257,9039,4,11148,12148,2,6914,16382,1,1,0,0,0,0,0,0,0,0,53,37,53,37,0,0,0,0,4,22,8,17,0,---,—_—_???_·_???_?_1975_?,2,1,0,3,1.18,1.26,1.47,4.15,0.73
4,4,4,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,2,273650,273650,78582,182059,13009,32,179854,15214,26,173377,21691,16,159102,35966,6,156380,38688,5,5,0,0,0,0,0,0,0,0,173,134,173,134,0,0,0,0,25,133,26,40,0,---,??_??_?_·_??_?_??_??_?_??_?_??_??_?_??_?_?_??_??_?_?_??_?_?_??_?,1.52,1.72,1.18,4.12,2.14,2.11,2.96,6.85,0.82
5,5,5,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,1,61560,61560,24583,31045,5932,12,30732,6245,11,26742,10235,6,22448,14529,3,16079,20898,1,0,0,0,0,0,0,0,0,0,79,61,79,61,0,0,0,0,12,67,10,19,0,---,?_??_???_??_??_??_?_?_???_?,1.58,2.17,1.47,2.92,2.3,2.01,2.78,5.75,0.79
6,6,6,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,2,505228,505228,169590,303671,31967,84,295064,40574,63,273454,62184,32,254030,81608,18,228266,107372,9,12,0,0,0,0,0,0,0,0,416,339,416,339,0,0,0,0,49,269,48,78,0,---,?_??_?_??_??_??_?_??_?_??_?_??_??_?_??_?_??_??_??_?_?_?_?_??_????_?_?_?_???_??_?_?_??_?_??_??_??_?_??_?_??_??_??_?_??_??_?_?,1.96,2.55,1.54,4.22,2.65,2.75,3.37,7.98,0.86
7,7,7,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,2,314680,314680,47127,235273,32280,72,229868,37685,58,211777,55776,33,187693,79860,17,158235,109318,8,13,0,0,0,0,0,0,0,0,408,336,408,336,0,0,0,0,41,226,40,73,0,---,??_?_??_?_??_??_??_??_??_??_??_?_??_??_?_??_?_??_??_??_???_??_?_??_???_??_??_??_?_??_??_??_?_??_??_?_??_??_??_?,1.46,1.88,1.45,3.73,2.32,2.54,3.38,7.77,0.86
8,8,8,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,1,138579,138579,26586,94572,17421,42,88607,23386,26,78585,33408,12,69809,42184,5,65336,46657,4,0,0,0,0,0,0,0,0,0,213,174,213,174,0,0,0,0,23,123,22,40,0,---,??_?_??_????_?_??_??_??_?_??_??_?_??_?_??_???_??_?_??_??_?_?,1.96,2.22,1.04,3.61,2.87,2.51,3.36,6.97,0.85
9,9,9,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,1,496047,496047,99331,377728,18988,47,374886,21830,40,358337,38379,17,347437,49279,9,330402,66314,4,5,0,0,0,0,0,0,0,0,238,198,238,198,0,0,0,0,23,124,26,41,0,---,??_?_?_??_?_???_?_??_?_?_??_??_?_??_?_??_??_?_?_??_??_??_?_??_?_?,1.48,1.61,1.5,3.61,1.85,2.27,2.86,6.85,0.83
10,10,10,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,1,36793,36793,3943,29067,3783,13,29067,3783,13,24613,8237,7,18452,14398,3,16206,16644,2,5,0,0,0,0,0,0,0,0,68,52,68,52,0,0,0,0,8,50,10,17,0,---,??_??_??_?_??_?_??_?_??_?,1.25,1,0.2,2.38,1.85,2.35,2.8,5.88,0.88
11,11,11,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,1,10120,10120,3597,4441,2082,5,3490,3033,3,2940,3583,2,0,6523,0,0,6523,0,0,0,0,0,0,0,0,0,0,27,21,27,21,0,0,0,0,5,20,4,7,0,---,??_?_??_?,1,1.4,0.22,1.8,0.7,1.54,1.75,4.16,0.69
12,12,12,CREATIVE_A1,P05_T1,1,en,zh,T,-1,1,P05,1,20431,20431,8604,6079,5748,9,4452,7375,5,2125,9702,1,2125,9702,1,0,11827,0,0,0,0,0,0,0,0,0,0,58,51,58,51,0,0,0,0,4,25,4,8,0,---,??_??_??_?,1,1,0.06,1,0.71,0.42,0.81,3.9,0.68
